poc_requirement_id,poc_section,source_framework,match_type,framework_clause,rationale,coder_id
7.7.3,C7.7,CSA_AARM,NM,—,Algorithm agility not addressed,seed-01
7.7.3,C7.7,EU_AI_Act,NM,—,Algorithm agility not addressed,seed-01
7.7.3,C7.7,ISO_42001,PM,Cl. 8.1 (A.8 cryptography),Cryptographic controls must be documented; per-record algorithm identification not required,seed-01
7.7.3,C7.7,MITRE_ATLAS,NM,—,Out of scope,seed-01
7.7.3,C7.7,NIST_AI_RMF,NM,—,Not addressed,seed-01
7.7.3,C7.7,NIST_SP_800_207,PM,Sec. 5.4,Cryptographic agility discussed for the enterprise; not for evidence records,seed-01
7.7.3,C7.7,OWASP_AISVS,PM,AISVS C6,Cryptographic-agility expectations; not tied to evidence records,seed-01
7.7.3,C7.7,SOC_2,NM,—,Not addressed,seed-01
7.7.4,C7.7,CSA_AARM,NM,—,Interoperability conformance testing not required,seed-01
7.7.4,C7.7,EU_AI_Act,NM,—,"Conformity assessment covers the system, not evidence-format interoperability",seed-01
7.7.4,C7.7,ISO_42001,NM,—,No interoperability test-vector obligation,seed-01
7.7.4,C7.7,MITRE_ATLAS,NM,—,Out of scope,seed-01
7.7.4,C7.7,NIST_AI_RMF,NM,—,No interoperability test-vector obligation,seed-01
7.7.4,C7.7,NIST_SP_800_207,NM,—,Out of scope,seed-01
7.7.4,C7.7,OWASP_AISVS,NM,—,No interoperability test-vector obligation,seed-01
7.7.4,C7.7,SOC_2,NM,—,No interoperability test-vector obligation,seed-01
7.7.5,C7.7,CSA_AARM,NM,—,Parser behaviour unaddressed,seed-01
7.7.5,C7.7,EU_AI_Act,NM,—,Parser behaviour unaddressed,seed-01
7.7.5,C7.7,ISO_42001,NM,—,Parser behaviour unaddressed,seed-01
7.7.5,C7.7,MITRE_ATLAS,NM,—,Out of scope,seed-01
7.7.5,C7.7,NIST_AI_RMF,NM,—,Parser behaviour unaddressed,seed-01
7.7.5,C7.7,NIST_SP_800_207,NM,—,Out of scope,seed-01
7.7.5,C7.7,OWASP_AISVS,PM,AISVS C3,Input-validation expectations reach parsing generally; evidence-parser ambiguity not addressed,seed-01
7.7.5,C7.7,SOC_2,NM,—,Parser behaviour unaddressed,seed-01
8.1.1,C8.1,CSA_AARM,NM,—,No verifiability grading,seed-01
8.1.1,C8.1,EU_AI_Act,NM,—,No evidence-verifiability grading concept,seed-01
8.1.1,C8.1,ISO_42001,NM,—,No verifiability grading,seed-01
8.1.1,C8.1,MITRE_ATLAS,NM,—,No verifiability grading,seed-01
8.1.1,C8.1,NIST_AI_RMF,NM,—,No evidence-verifiability grading,seed-01
8.1.1,C8.1,NIST_SP_800_207,NM,—,No verifiability grading,seed-01
8.1.1,C8.1,OWASP_AISVS,NM,—,No evidence-verifiability grading,seed-01
8.1.1,C8.1,SOC_2,NM,—,No verifiability grading,seed-01
8.1.2,C8.1,CSA_AARM,NM,—,No verifiability grading,seed-01
8.1.2,C8.1,EU_AI_Act,NM,—,No evidence-verifiability grading concept,seed-01
8.1.2,C8.1,ISO_42001,NM,—,No verifiability grading,seed-01
8.1.2,C8.1,MITRE_ATLAS,NM,—,No verifiability grading,seed-01
8.1.2,C8.1,NIST_AI_RMF,NM,—,No evidence-verifiability grading,seed-01
8.1.2,C8.1,NIST_SP_800_207,NM,—,No verifiability grading,seed-01
8.1.2,C8.1,OWASP_AISVS,NM,—,No evidence-verifiability grading,seed-01
8.1.2,C8.1,SOC_2,NM,—,No verifiability grading,seed-01
8.1.3,C8.1,CSA_AARM,NM,—,No verifiability grading,seed-01
8.1.3,C8.1,EU_AI_Act,NM,—,No evidence-verifiability grading concept,seed-01
8.1.3,C8.1,ISO_42001,NM,—,No verifiability grading,seed-01
8.1.3,C8.1,MITRE_ATLAS,NM,—,No verifiability grading,seed-01
8.1.3,C8.1,NIST_AI_RMF,NM,—,No evidence-verifiability grading,seed-01
8.1.3,C8.1,NIST_SP_800_207,NM,—,No verifiability grading,seed-01
8.1.3,C8.1,OWASP_AISVS,NM,—,No evidence-verifiability grading,seed-01
8.1.3,C8.1,SOC_2,NM,—,No verifiability grading,seed-01
8.1.4,C8.1,CSA_AARM,NM,—,No verifiability grading,seed-01
8.1.4,C8.1,EU_AI_Act,NM,—,No evidence-verifiability grading concept,seed-01
8.1.4,C8.1,ISO_42001,NM,—,No verifiability grading,seed-01
8.1.4,C8.1,MITRE_ATLAS,NM,—,No verifiability grading,seed-01
8.1.4,C8.1,NIST_AI_RMF,NM,—,No evidence-verifiability grading,seed-01
8.1.4,C8.1,NIST_SP_800_207,NM,—,No verifiability grading,seed-01
8.1.4,C8.1,OWASP_AISVS,NM,—,No evidence-verifiability grading,seed-01
8.1.4,C8.1,SOC_2,NM,—,No verifiability grading,seed-01
8.1.5,C8.1,CSA_AARM,NM,—,No verifiability grading,seed-01
8.1.5,C8.1,EU_AI_Act,NM,—,No evidence-verifiability grading concept,seed-01
8.1.5,C8.1,ISO_42001,NM,—,No verifiability grading,seed-01
8.1.5,C8.1,MITRE_ATLAS,NM,—,No verifiability grading,seed-01
8.1.5,C8.1,NIST_AI_RMF,NM,—,No evidence-verifiability grading,seed-01
8.1.5,C8.1,NIST_SP_800_207,NM,—,No verifiability grading,seed-01
8.1.5,C8.1,OWASP_AISVS,NM,—,No evidence-verifiability grading,seed-01
8.1.5,C8.1,SOC_2,NM,—,No verifiability grading,seed-01
8.1.6,C8.1,CSA_AARM,NM,—,No verifiability grading,seed-01
8.1.6,C8.1,EU_AI_Act,NM,—,No evidence-verifiability grading concept,seed-01
8.1.6,C8.1,ISO_42001,NM,—,No verifiability grading,seed-01
8.1.6,C8.1,MITRE_ATLAS,NM,—,No verifiability grading,seed-01
8.1.6,C8.1,NIST_AI_RMF,NM,—,No evidence-verifiability grading,seed-01
8.1.6,C8.1,NIST_SP_800_207,NM,—,No verifiability grading,seed-01
8.1.6,C8.1,OWASP_AISVS,NM,—,No evidence-verifiability grading,seed-01
8.1.6,C8.1,SOC_2,NM,—,No verifiability grading,seed-01
8.1.7,C8.1,CSA_AARM,NM,—,No verifiability grading,seed-01
8.1.7,C8.1,EU_AI_Act,NM,—,No evidence-verifiability grading concept,seed-01
8.1.7,C8.1,ISO_42001,NM,—,No verifiability grading,seed-01
8.1.7,C8.1,MITRE_ATLAS,NM,—,No verifiability grading,seed-01
8.1.7,C8.1,NIST_AI_RMF,NM,—,No evidence-verifiability grading,seed-01
8.1.7,C8.1,NIST_SP_800_207,NM,—,No verifiability grading,seed-01
8.1.7,C8.1,OWASP_AISVS,NM,—,No evidence-verifiability grading,seed-01
8.1.7,C8.1,SOC_2,NM,—,No verifiability grading,seed-01
8.1.8,C8.1,CSA_AARM,NM,—,No verifiability grading,seed-01
8.1.8,C8.1,EU_AI_Act,NM,—,No evidence-verifiability grading concept,seed-01
8.1.8,C8.1,ISO_42001,NM,—,No verifiability grading,seed-01
8.1.8,C8.1,MITRE_ATLAS,NM,—,No verifiability grading,seed-01
8.1.8,C8.1,NIST_AI_RMF,NM,—,No evidence-verifiability grading,seed-01
8.1.8,C8.1,NIST_SP_800_207,NM,—,No verifiability grading,seed-01
8.1.8,C8.1,OWASP_AISVS,NM,—,No evidence-verifiability grading,seed-01
8.1.8,C8.1,SOC_2,NM,—,No verifiability grading,seed-01
8.2.1,C8.2,CSA_AARM,NM,—,No mechanism-fit rule,seed-01
8.2.1,C8.2,EU_AI_Act,NM,—,No mechanism-to-requirement fit rule,seed-01
8.2.1,C8.2,ISO_42001,NM,—,No mechanism-fit rule,seed-01
8.2.1,C8.2,MITRE_ATLAS,NM,—,No mechanism-fit rule,seed-01
8.2.1,C8.2,NIST_AI_RMF,NM,—,No mechanism-fit rule,seed-01
8.2.1,C8.2,NIST_SP_800_207,NM,—,No mechanism-fit rule,seed-01
8.2.1,C8.2,OWASP_AISVS,NM,—,No mechanism-fit rule,seed-01
8.2.1,C8.2,SOC_2,NM,—,No mechanism-fit rule,seed-01
8.2.2,C8.2,CSA_AARM,NM,—,No mechanism-fit rule,seed-01
8.2.2,C8.2,EU_AI_Act,NM,—,No mechanism-to-requirement fit rule,seed-01
8.2.2,C8.2,ISO_42001,NM,—,No mechanism-fit rule,seed-01
8.2.2,C8.2,MITRE_ATLAS,NM,—,No mechanism-fit rule,seed-01
8.2.2,C8.2,NIST_AI_RMF,NM,—,No mechanism-fit rule,seed-01
8.2.2,C8.2,NIST_SP_800_207,NM,—,No mechanism-fit rule,seed-01
8.2.2,C8.2,OWASP_AISVS,NM,—,No mechanism-fit rule,seed-01
8.2.2,C8.2,SOC_2,NM,—,No mechanism-fit rule,seed-01
8.3.1,C8.3,CSA_AARM,NM,—,No self-enforcement concept,seed-01
8.3.1,C8.3,EU_AI_Act,NM,—,No self-enforcing execution concept,seed-01
8.3.1,C8.3,ISO_42001,NM,—,No self-enforcement concept,seed-01
8.3.1,C8.3,MITRE_ATLAS,NM,—,No self-enforcement concept,seed-01
8.3.1,C8.3,NIST_AI_RMF,NM,—,No self-enforcing execution concept,seed-01
8.3.1,C8.3,NIST_SP_800_207,NM,—,No self-enforcement concept,seed-01
8.3.1,C8.3,OWASP_AISVS,NM,—,No self-enforcement concept,seed-01
8.3.1,C8.3,SOC_2,NM,—,No self-enforcement concept,seed-01
8.3.2,C8.3,CSA_AARM,NM,—,No self-enforcement concept,seed-01
8.3.2,C8.3,EU_AI_Act,NM,—,No self-enforcing execution concept,seed-01
8.3.2,C8.3,ISO_42001,NM,—,No self-enforcement concept,seed-01
8.3.2,C8.3,MITRE_ATLAS,NM,—,No self-enforcement concept,seed-01
8.3.2,C8.3,NIST_AI_RMF,NM,—,No self-enforcing execution concept,seed-01
8.3.2,C8.3,NIST_SP_800_207,NM,—,No self-enforcement concept,seed-01
8.3.2,C8.3,OWASP_AISVS,NM,—,No self-enforcement concept,seed-01
8.3.2,C8.3,SOC_2,NM,—,No self-enforcement concept,seed-01
8.3.3,C8.3,CSA_AARM,NM,—,No self-enforcement concept,seed-01
8.3.3,C8.3,EU_AI_Act,NM,—,No self-enforcing execution concept,seed-01
8.3.3,C8.3,ISO_42001,NM,—,No self-enforcement concept,seed-01
8.3.3,C8.3,MITRE_ATLAS,NM,—,No self-enforcement concept,seed-01
8.3.3,C8.3,NIST_AI_RMF,NM,—,No self-enforcing execution concept,seed-01
8.3.3,C8.3,NIST_SP_800_207,NM,—,No self-enforcement concept,seed-01
8.3.3,C8.3,OWASP_AISVS,NM,—,No self-enforcement concept,seed-01
8.3.3,C8.3,SOC_2,NM,—,No self-enforcement concept,seed-01
8.3.4,C8.3,CSA_AARM,NM,—,No self-enforcement concept,seed-01
8.3.4,C8.3,EU_AI_Act,NM,—,No self-enforcing execution concept,seed-01
8.3.4,C8.3,ISO_42001,NM,—,No self-enforcement concept,seed-01
8.3.4,C8.3,MITRE_ATLAS,NM,—,No self-enforcement concept,seed-01
8.3.4,C8.3,NIST_AI_RMF,NM,—,No self-enforcing execution concept,seed-01
8.3.4,C8.3,NIST_SP_800_207,NM,—,No self-enforcement concept,seed-01
8.3.4,C8.3,OWASP_AISVS,NM,—,No self-enforcement concept,seed-01
8.3.4,C8.3,SOC_2,NM,—,No self-enforcement concept,seed-01
8.3.5,C8.3,CSA_AARM,NM,—,No self-enforcement concept,seed-01
8.3.5,C8.3,EU_AI_Act,NM,—,No self-enforcing execution concept,seed-01
8.3.5,C8.3,ISO_42001,NM,—,No self-enforcement concept,seed-01
8.3.5,C8.3,MITRE_ATLAS,NM,—,No self-enforcement concept,seed-01
8.3.5,C8.3,NIST_AI_RMF,NM,—,No self-enforcing execution concept,seed-01
8.3.5,C8.3,NIST_SP_800_207,NM,—,No self-enforcement concept,seed-01
8.3.5,C8.3,OWASP_AISVS,NM,—,No self-enforcement concept,seed-01
8.3.5,C8.3,SOC_2,NM,—,No self-enforcement concept,seed-01
9.1.1,C9.1,CSA_AARM,NM,—,Not addressed,seed-01
9.1.1,C9.1,EU_AI_Act,NM,—,No system-surface location requirement,seed-01
9.1.1,C9.1,ISO_42001,PM,Cl. 4.3,AIMS scoping requires defining system boundaries; not per-claim layer fields,seed-01
9.1.1,C9.1,MITRE_ATLAS,NM,—,Not addressed,seed-01
9.1.1,C9.1,NIST_AI_RMF,PM,MAP 1.1,MAP requires system context/scope mapping; not per-claim stack location,seed-01
9.1.1,C9.1,NIST_SP_800_207,NM,—,Not addressed,seed-01
9.1.1,C9.1,OWASP_AISVS,NM,—,No stack-location fields for claims,seed-01
9.1.1,C9.1,SOC_2,NM,—,No stack-location requirement,seed-01
9.1.2,C9.1,CSA_AARM,NM,—,Not addressed,seed-01
9.1.2,C9.1,EU_AI_Act,NM,—,No system-surface location requirement,seed-01
9.1.2,C9.1,ISO_42001,PM,Cl. 4.3,AIMS scoping requires defining system boundaries; not per-claim layer fields,seed-01
9.1.2,C9.1,MITRE_ATLAS,NM,—,Not addressed,seed-01
9.1.2,C9.1,NIST_AI_RMF,PM,MAP 1.1,MAP requires system context/scope mapping; not per-claim stack location,seed-01
9.1.2,C9.1,NIST_SP_800_207,NM,—,Not addressed,seed-01
9.1.2,C9.1,OWASP_AISVS,NM,—,No stack-location fields for claims,seed-01
9.1.2,C9.1,SOC_2,NM,—,No stack-location requirement,seed-01
9.1.3,C9.1,CSA_AARM,NM,—,Not addressed,seed-01
9.1.3,C9.1,EU_AI_Act,NM,—,No system-surface location requirement,seed-01
9.1.3,C9.1,ISO_42001,PM,Cl. 4.3,AIMS scoping requires defining system boundaries; not per-claim layer fields,seed-01
9.1.3,C9.1,MITRE_ATLAS,NM,—,Not addressed,seed-01
9.1.3,C9.1,NIST_AI_RMF,PM,MAP 1.1,MAP requires system context/scope mapping; not per-claim stack location,seed-01
9.1.3,C9.1,NIST_SP_800_207,NM,—,Not addressed,seed-01
9.1.3,C9.1,OWASP_AISVS,NM,—,No stack-location fields for claims,seed-01
9.1.3,C9.1,SOC_2,NM,—,No stack-location requirement,seed-01
9.2.1,C9.2,CSA_AARM,NM,—,Not addressed,seed-01
9.2.1,C9.2,EU_AI_Act,NM,—,No per-layer evidence coverage requirement,seed-01
9.2.1,C9.2,ISO_42001,NM,—,Layer-matched evidence not addressed,seed-01
9.2.1,C9.2,MITRE_ATLAS,NM,—,Not addressed,seed-01
9.2.1,C9.2,NIST_AI_RMF,NM,—,Per-layer evidence coverage not addressed,seed-01
9.2.1,C9.2,NIST_SP_800_207,NM,—,Not addressed,seed-01
9.2.1,C9.2,OWASP_AISVS,PM,AISVS C12,C12 expects monitoring coverage across components; not layer-matched evidence,seed-01
9.2.1,C9.2,SOC_2,PM,CC7.2,CC7 expects logging coverage of in-scope systems; not layer-matched evidence,seed-01
9.2.2,C9.2,CSA_AARM,NM,—,Not addressed,seed-01
9.2.2,C9.2,EU_AI_Act,NM,—,No per-layer evidence coverage requirement,seed-01
9.2.2,C9.2,ISO_42001,NM,—,Layer-matched evidence not addressed,seed-01
9.2.2,C9.2,MITRE_ATLAS,NM,—,Not addressed,seed-01
9.2.2,C9.2,NIST_AI_RMF,NM,—,Per-layer evidence coverage not addressed,seed-01
9.2.2,C9.2,NIST_SP_800_207,NM,—,Not addressed,seed-01
9.2.2,C9.2,OWASP_AISVS,PM,AISVS C12,C12 expects monitoring coverage across components; not layer-matched evidence,seed-01
9.2.2,C9.2,SOC_2,PM,CC7.2,CC7 expects logging coverage of in-scope systems; not layer-matched evidence,seed-01
9.2.3,C9.2,CSA_AARM,NM,—,Not addressed,seed-01
9.2.3,C9.2,EU_AI_Act,NM,—,No per-layer evidence coverage requirement,seed-01
9.2.3,C9.2,ISO_42001,NM,—,Layer-matched evidence not addressed,seed-01
9.2.3,C9.2,MITRE_ATLAS,NM,—,Not addressed,seed-01
9.2.3,C9.2,NIST_AI_RMF,NM,—,Per-layer evidence coverage not addressed,seed-01
9.2.3,C9.2,NIST_SP_800_207,NM,—,Not addressed,seed-01
9.2.3,C9.2,OWASP_AISVS,PM,AISVS C12,C12 expects monitoring coverage across components; not layer-matched evidence,seed-01
9.2.3,C9.2,SOC_2,PM,CC7.2,CC7 expects logging coverage of in-scope systems; not layer-matched evidence,seed-01
10.1.1,C10.1,CSA_AARM,PM,CSA conformance regime,CSA conformance regime with independent review partially parallels claim requirements,seed-01
10.1.1,C10.1,EU_AI_Act,PM,"Art. 43; Art. 47; Annex V, point 7",The Act provides conformity-assessment routes and an EU declaration; Annex V identifies a notified body and certificate only where applicable. It does not require one of Proof-of-Control's three named stages or identify a continuous-monitoring regime in the statement.,codex-review-01
10.1.1,C10.1,ISO_42001,PM,Cl. 4.3; Cl. 6.1.3 d),"Scope and the statement of applicability provide partial management-system conformance documentation, but do not require Proof-of-Control’s three claim stages or identification of an assessor/monitoring regime.",codex-review-01
10.1.1,C10.1,MITRE_ATLAS,NM,—,No conformance regime,seed-01
10.1.1,C10.1,NIST_AI_RMF,PM,GOVERN 4.2,GOVERN transparency artifacts and RMF profiles resemble scoped claims; no standardized statement,seed-01
10.1.1,C10.1,NIST_SP_800_207,NM,—,No conformance-claim regime,seed-01
10.1.1,C10.1,OWASP_AISVS,NM,—,Verification levels exist but no conformance-statement regime,seed-01
10.1.1,C10.1,SOC_2,PM,Management assertion; SOC 2 system description,"A SOC 2 engagement includes management's assertion and a scoped system description, but does not require the claim to declare one of Proof-of-Control's stages or name a continuous-monitoring regime.",codex-review-01
10.1.2,C10.1,CSA_AARM,PM,CSA conformance regime,CSA conformance regime with independent review partially parallels claim requirements,seed-01
10.1.2,C10.1,EU_AI_Act,NM,—,No AI Act provision requires a declaration to list Proof-of-Control domains C1–C6 or prohibits unlisted domains from appearing in Proof-of-Control marketing.,codex-review-01
10.1.2,C10.1,ISO_42001,PM,Cl. 4.3; Cl. 6.1.3 d),"The statement of applicability identifies applicable controls, but it does not require Proof-of-Control C1–C6 domain listings or restrict all marketing claims for omitted domains.",codex-review-01
10.1.2,C10.1,MITRE_ATLAS,NM,—,No conformance regime,seed-01
10.1.2,C10.1,NIST_AI_RMF,PM,GOVERN 4.2,GOVERN transparency artifacts and RMF profiles resemble scoped claims; no standardized statement,seed-01
10.1.2,C10.1,NIST_SP_800_207,NM,—,No conformance-claim regime,seed-01
10.1.2,C10.1,OWASP_AISVS,NM,—,Verification levels exist but no conformance-statement regime,seed-01
10.1.2,C10.1,SOC_2,PM,SOC 2 system description,"A system description identifies the system and scoped services, but it does not require a closed list of Proof-of-Control C1–C6 domains or prohibit unlisted domains from product marketing.",codex-review-01
10.1.3,C10.1,CSA_AARM,PM,CSA conformance regime,CSA conformance regime with independent review partially parallels claim requirements,seed-01
10.1.3,C10.1,EU_AI_Act,NM,—,The Act does not require every asserted fact in an EU declaration to resolve to a claim-register evidence stream.,codex-review-01
10.1.3,C10.1,ISO_42001,NM,—,ISO/IEC 42001 does not require every published verifiable fact to resolve to an evidence stream in a claim register.,codex-review-01
10.1.3,C10.1,MITRE_ATLAS,NM,—,No conformance regime,seed-01
10.1.3,C10.1,NIST_AI_RMF,PM,GOVERN 4.2,GOVERN transparency artifacts and RMF profiles resemble scoped claims; no standardized statement,seed-01
10.1.3,C10.1,NIST_SP_800_207,NM,—,No conformance-claim regime,seed-01
10.1.3,C10.1,OWASP_AISVS,NM,—,Verification levels exist but no conformance-statement regime,seed-01
10.1.3,C10.1,SOC_2,PM,Management assertion; SOC 2 examination evidence,"Management assertions and auditor procedures concern support for the report, but SOC 2 does not require every asserted fact to resolve to a named evidence stream in a claim register.",codex-review-01
10.1.4,C10.1,CSA_AARM,PM,CSA conformance regime,CSA conformance regime with independent review partially parallels claim requirements,seed-01
10.1.4,C10.1,EU_AI_Act,PM,Art. 47; Annex V; Art. 11 and Annex IV,"Annex V requires system identification and declaration metadata, while technical documentation contains substantial system information. Neither requires Proof-of-Control domains, per-claim evidence properties/tier, mechanisms for each claim, or trust-assumption disclosure in the statement.",codex-review-01
10.1.4,C10.1,ISO_42001,PM,Cl. 4.3; Cl. 6.1.3 d),"ISO/IEC 42001 scope and applicability documentation partially address system boundary and controls, but not Proof-of-Control tiers, mechanisms, evidence properties, or trust-assumption disclosures.",codex-review-01
10.1.4,C10.1,MITRE_ATLAS,NM,—,No conformance regime,seed-01
10.1.4,C10.1,NIST_AI_RMF,PM,GOVERN 4.2,GOVERN transparency artifacts and RMF profiles resemble scoped claims; no standardized statement,seed-01
10.1.4,C10.1,NIST_SP_800_207,NM,—,No conformance-claim regime,seed-01
10.1.4,C10.1,OWASP_AISVS,NM,—,Verification levels exist but no conformance-statement regime,seed-01
10.1.4,C10.1,SOC_2,PM,SOC 2 system description,"The system description covers identification, boundaries, components, and certain system information. It does not require Proof-of-Control domains, per-claim evidence properties, tiers, mechanisms, or a trust-assumption disclosure.",codex-review-01
10.1.5,C10.1,CSA_AARM,PM,CSA conformance regime,CSA conformance regime with independent review partially parallels claim requirements,seed-01
10.1.5,C10.1,EU_AI_Act,PM,"Art. 47; Annex V, point 8","Annex V requires place and date of issue and signature metadata, but does not require citation of the exact version of the external Proof-of-Control standard.",codex-review-01
10.1.5,C10.1,ISO_42001,PM,Cl. 7.5.2; Cl. 7.5.3,"Documented information is identified and controlled, but ISO/IEC 42001 does not require a public conformance statement to cite the exact version of Proof-of-Control or its claim date.",codex-review-01
10.1.5,C10.1,MITRE_ATLAS,NM,—,No conformance regime,seed-01
10.1.5,C10.1,NIST_AI_RMF,PM,GOVERN 4.2,GOVERN transparency artifacts and RMF profiles resemble scoped claims; no standardized statement,seed-01
10.1.5,C10.1,NIST_SP_800_207,NM,—,No conformance-claim regime,seed-01
10.1.5,C10.1,OWASP_AISVS,NM,—,Verification levels exist but no conformance-statement regime,seed-01
10.1.5,C10.1,SOC_2,PM,Management assertion; SOC 2 report period/date,"SOC 2 reports and assertions identify a date or period, but do not require citation of the exact version of a conformance standard.",codex-review-01
10.1.6,C10.1,CSA_AARM,PM,CSA conformance regime,CSA conformance regime with independent review partially parallels claim requirements,seed-01
10.1.6,C10.1,EU_AI_Act,PM,"Art. 11; Annex IV, sections 1–2","Technical documentation addresses intended purpose and system design/context, but it does not require a conformance statement to enumerate action classes excluded from scope and give a rationale for each exclusion.",codex-review-01
10.1.6,C10.1,ISO_42001,PM,Cl. 4.3,"The AIMS scope is relevant to defining organizational boundaries, but it does not require enumerated agent-action classes, exclusions, and a rationale for each exclusion.",codex-review-01
10.1.6,C10.1,MITRE_ATLAS,NM,—,No conformance regime,seed-01
10.1.6,C10.1,NIST_AI_RMF,PM,GOVERN 4.2,GOVERN transparency artifacts and RMF profiles resemble scoped claims; no standardized statement,seed-01
10.1.6,C10.1,NIST_SP_800_207,NM,—,No conformance-claim regime,seed-01
10.1.6,C10.1,OWASP_AISVS,NM,—,Verification levels exist but no conformance-statement regime,seed-01
10.1.6,C10.1,SOC_2,PM,SOC 2 system description,"System boundaries and components are central to the system description, but SOC 2 does not require classes of agent actions or an enumerated, reasoned list of excluded action classes.",codex-review-01
10.1.7,C10.1,CSA_AARM,PM,CSA conformance regime,CSA conformance regime with independent review partially parallels claim requirements,seed-01
10.1.7,C10.1,EU_AI_Act,PM,Art. 47(1),"The EU declaration is required to be machine-readable, but the Act does not require a public comparison schema, publication for insurers/assessors, or machine-readable per-claim data.",codex-review-01
10.1.7,C10.1,ISO_42001,NM,—,"ISO/IEC 42001 documented-information controls do not require public, machine-readable conformance claims or a published schema.",codex-review-01
10.1.7,C10.1,MITRE_ATLAS,NM,—,No conformance regime,seed-01
10.1.7,C10.1,NIST_AI_RMF,PM,GOVERN 4.2,GOVERN transparency artifacts and RMF profiles resemble scoped claims; no standardized statement,seed-01
10.1.7,C10.1,NIST_SP_800_207,NM,—,No conformance-claim regime,seed-01
10.1.7,C10.1,OWASP_AISVS,NM,—,Verification levels exist but no conformance-statement regime,seed-01
10.1.7,C10.1,SOC_2,NM,—,SOC 2 does not require that the statement or per-claim data be publicly published in a documented machine-readable schema or be programmatically comparable across implementations.,codex-review-01
10.1.8,C10.1,CSA_AARM,PM,CSA conformance regime,CSA conformance regime with independent review partially parallels claim requirements,seed-01
10.1.8,C10.1,EU_AI_Act,NM,—,The Act does not require automated operational discovery to reconcile a declared inventory or require shadow agent deployments to become recorded findings.,codex-review-01
10.1.8,C10.1,ISO_42001,NM,—,ISO/IEC 42001 does not require automated inventory discovery reconciliation or recording undeclared agent deployments as shadow-system findings.,codex-review-01
10.1.8,C10.1,MITRE_ATLAS,NM,—,No conformance regime,seed-01
10.1.8,C10.1,NIST_AI_RMF,PM,GOVERN 4.2,GOVERN transparency artifacts and RMF profiles resemble scoped claims; no standardized statement,seed-01
10.1.8,C10.1,NIST_SP_800_207,NM,—,No conformance-claim regime,seed-01
10.1.8,C10.1,OWASP_AISVS,NM,—,Verification levels exist but no conformance-statement regime,seed-01
10.1.8,C10.1,SOC_2,PM,CC7.2; CC8.1,"Monitoring and change-management controls are partial analogs to discovering and managing operational systems. They do not require scheduled reconciliation of declared inventory against automated discovery, nor recorded shadow-agent findings.",codex-review-01
10.2.1,C10.2,CSA_AARM,NM,—,No trust-assumption disclosure,seed-01
10.2.1,C10.2,EU_AI_Act,PM,Art. 13,Art 13 requires disclosing limitations and residual risks to deployers; not categorized trust assumptions,seed-01
10.2.1,C10.2,ISO_42001,PM,Cl. 6.1; Statement of Applicability,Statement of applicability and risk treatment disclose residuals; not categorized trust assumptions,seed-01
10.2.1,C10.2,MITRE_ATLAS,NM,—,Not addressed,seed-01
10.2.1,C10.2,NIST_AI_RMF,PM,MANAGE 1.4,MANAGE requires documenting residual risk; not categorized trust assumptions,seed-01
10.2.1,C10.2,NIST_SP_800_207,NM,—,Not addressed,seed-01
10.2.1,C10.2,OWASP_AISVS,NM,—,No trust-assumption disclosure,seed-01
10.2.1,C10.2,SOC_2,PM,Subservice organizations & CUECs,Subservice-organization and complementary-control disclosures are a partial analog to trust-assumption disclosure,seed-01
10.2.2,C10.2,CSA_AARM,NM,—,No trust-assumption disclosure,seed-01
10.2.2,C10.2,EU_AI_Act,PM,Art. 13,Art 13 requires disclosing limitations and residual risks to deployers; not categorized trust assumptions,seed-01
10.2.2,C10.2,ISO_42001,PM,Cl. 6.1; Statement of Applicability,Statement of applicability and risk treatment disclose residuals; not categorized trust assumptions,seed-01
10.2.2,C10.2,MITRE_ATLAS,NM,—,Not addressed,seed-01
10.2.2,C10.2,NIST_AI_RMF,PM,MANAGE 1.4,MANAGE requires documenting residual risk; not categorized trust assumptions,seed-01
10.2.2,C10.2,NIST_SP_800_207,NM,—,Not addressed,seed-01
10.2.2,C10.2,OWASP_AISVS,NM,—,No trust-assumption disclosure,seed-01
10.2.2,C10.2,SOC_2,PM,Subservice organizations & CUECs,Subservice-organization and complementary-control disclosures are a partial analog to trust-assumption disclosure,seed-01
10.3.1,C10.3,CSA_AARM,PM,Continuous runtime enforcement,Continuous runtime enforcement aligns with continuous-operation intent,seed-01
10.3.1,C10.3,EU_AI_Act,PM,Art. 72,Art 72 post-market monitoring requires ongoing surveillance; not per-action evidence validation,seed-01
10.3.1,C10.3,ISO_42001,PM,Cl. 9.2–9.3; Cl. 10,Internal audit and continual improvement provide ongoing checking; not per-action validation,seed-01
10.3.1,C10.3,MITRE_ATLAS,NM,—,Not addressed,seed-01
10.3.1,C10.3,NIST_AI_RMF,PM,MANAGE 4.1,MANAGE continuous monitoring aligns in intent; per-action near-real-time validation not specified,seed-01
10.3.1,C10.3,NIST_SP_800_207,PM,Tenet 7; CDM integration,Continuous diagnostics and mitigation align with continuous-operation intent,seed-01
10.3.1,C10.3,OWASP_AISVS,PM,AISVS C12,C12 continuous monitoring aligns in intent; not tier-validated per-action evidence,seed-01
10.3.1,C10.3,SOC_2,PM,Type II operating-effectiveness period,Type II covers a period with operating effectiveness; not per-action near-real-time validation,seed-01
